1123760036.548396 5542937145.793267 5660843565.013918 1.000000 254.000000 41.377873 681414706109803.750000 109740.000000 
98901.972446 362698.152279 400582.474817 19.645046 6.957496 32.234651 1173.584777 2974.000000 
716754.431770 3316572.238032 3711799.232717 51.778594 38.203911 13.360335 5548.048433 11770.000000 
205421.223835 907897.789437 1014769.476824 69.793959 8.738809 21.272011 2217.537777 4973.000000 
856.389491 6999.163479 7441.538126 58.656278 56.485423 36.937579 78.276855 237.000000 
5303799.862855 25792999.573101 27414555.641403 76.691563 76.429719 82.109035 9678.449758 23813.000000 
1091506.163301 4449249.230562 4579049.129477 147.291571 35.676354 55.847161 4980.681787 13778.000000 
12.436885 170.236465 177.288443 13.713819 73.136506 7.383412 25.467384 26.000000 
68185529.153520 254179347.201013 291211909.810136 114.815362 169.849402 34.966077 40738.968454 111189.000000 
212571.781833 617472.599317 766087.848981 5.114932 19.732594 119.212509 1783.550192 4661.000000 
364654.827392 2109649.471432 2249699.641418 96.604174 8.959128 113.596696 2419.872671 7179.000000 
1193071.178621 7886139.657314 8298822.125900 149.338759 30.369413 110.931892 4523.533578 12810.000000 
463574.196786 2534737.536646 2562365.914440 101.457132 34.342289 134.907792 3044.969780 6475.000000 
2887.067294 11144.067468 11853.896643 131.789810 59.744805 86.640718 315.377251 552.000000 
51055.702292 347137.971616 350540.669510 48.958523 143.191313 69.073059 1228.224476 1960.000000 
8227.326238 26229.574300 30022.126004 50.943783 112.755089 123.232973 169.725208 679.000000 
6800259.791547 30150680.496170 30576642.726897 30.608721 51.368801 183.600720 14173.432788 38707.000000 
742081.740953 4137296.043723 4428340.807101 27.486211 14.424887 212.029546 4647.440911 11385.000000 
8563.465883 34637.119661 36008.937233 36.827202 4.630211 246.267814 422.025189 1051.000000 
9318526.208965 42700015.427757 44215401.314753 36.821574 94.422543 226.004305 17408.608165 42186.000000 
2915952.717193 20309413.602539 21125974.804205 109.658682 19.057489 163.687778 10251.556393 26862.000000 
17684334.813344 85576596.398460 96028480.603499 120.441208 53.659969 214.918964 19042.301175 51524.000000 
50.098966 236.022559 263.618072 90.631024 1.001352 224.524534 24.168404 44.000000 
426057.121813 2561491.941673 2591205.190985 51.306625 107.371185 168.175970 3324.042525 7711.000000 
4.238506 69.942831 72.653856 9.361609 120.396489 166.618563 15.432485 17.000000 
5292085.834314 21452381.050608 24027954.704577 137.358201 124.148837 176.674437 10817.591372 26668.000000 
11263859.040509 60965001.595171 61965359.290954 42.516149 210.935745 37.945727 18006.591288 50187.000000 
23.899740 96.651318 110.206130 117.130039 178.350397 1.689774 24.441214 27.000000 
2149838.746541 12233025.049878 12834111.687972 56.582433 215.774554 92.968481 6407.223310 17317.000000 
191740698.355106 880732933.502672 957721885.003194 148.951228 212.781049 140.489023 77789.305300 227823.000000 
17784720.509415 61469412.324816 67734331.783720 60.126006 231.819414 222.471650 19961.481448 49987.000000 
122.029946 435.966236 470.508633 12.656987 210.176211 253.003040 58.812063 77.000000 
4.968357 20.372942 22.105902 82.199808 200.990466 230.697827 17.760188 13.000000 
41639758.598776 147213801.251080 157692428.630035 223.377362 68.519441 51.777545 30429.102259 82821.000000 
14493313.994761 54606683.005052 63335541.925813 214.211085 25.015723 135.231323 14174.168500 39944.000000 
86587.740993 483933.663003 523291.383792 192.186959 101.856610 109.006086 1119.567047 2735.000000 
5639694.674464 21852550.736807 22505334.391656 225.278148 136.458591 101.606500 12377.222498 31984.000000 
78302.275242 316484.560448 327344.492320 216.112204 41.148147 55.393393 816.527957 3105.000000 
2089.667403 7034.798676 7578.965603 227.190485 80.624956 73.638144 159.381392 387.000000 
5481601.968902 34716193.914294 36309830.629054 169.281777 122.965757 145.610128 11595.875116 31590.000000 
1012878.437043 4521700.543791 5102077.945708 243.150263 91.772336 185.741191 3822.398314 10511.000000 
8828.919991 45435.365822 47909.531744 239.939767 18.644831 247.516701 453.946555 882.000000 
2077.818341 8167.619002 8718.951268 243.727774 22.444716 235.252822 218.444329 437.000000 
193965.924013 1277130.013102 1339583.166608 238.636659 87.500077 247.437797 2841.085140 6111.000000 
2552972.281566 11848467.744036 12840989.656800 227.215985 142.701126 222.008846 7586.115156 21711.000000 
1480865.578219 5636751.559794 6499115.862926 148.866182 208.423193 80.737900 3342.304935 11107.000000 
2.879003 16.013449 18.231176 159.597197 144.582252 102.434665 23.646311 12.000000 
2.596302 20.398415 21.506011 162.136357 147.386040 104.676683 10.014505 10.000000 
199143.546554 890909.562242 936738.421982 199.330038 171.866633 99.229797 2235.658111 5469.000000 
658187.181700 2181782.671907 2368814.315578 235.930981 199.347508 142.517396 2985.874900 8800.000000 
4.472183 17.976984 18.723546 242.968126 199.392104 91.538545 10.316199 10.000000 
2933959.213372 12726478.791453 13762762.338135 201.064091 198.471446 193.429311 7568.173407 21773.000000 
1083.586772 7800.787235 8142.189517 139.000100 183.527925 225.404557 70.575831 259.000000 
169286.351701 954098.558011 990910.058594 162.663167 179.469144 239.404316 2275.138671 5439.000000 
3765.086127 17256.502588 17567.067487 227.042189 135.881720 178.823162 245.058890 623.000000 
11949.223645 32764.782119 37779.120610 212.834248 171.042832 197.928289 485.199217 831.000000 
